rank	title	total_question_count	tier	creator_source	creator_confidence	creators	risk_level	risk_reasons	suggested_action
2615	The Sword and the Distaff	36	qb_contextual	quizbowl_author_answerline	low	William Gilmore Simms	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2717	Five Weeks in a Balloon	36	qb_contextual	quizbowl_author_answerline	medium	Bonus Questions	high	quizbowl_author_answerline_creator; answerline_fragment_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1478	Cane	35	qb_major	quizbowl_author_answerline	medium	Jean Toomer	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1510	The Outsider	35	qb_major	quizbowl_author_answerline	medium	Richard Wright	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1789	Orlando	35	qb_major	quizbowl_author_answerline	medium	Virginia Woolf	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1925	Indian Summer	35	qb_major	quizbowl_author_answerline	medium	William Dean Howells	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2022	Cloud Atlas	35	qb_major	quizbowl_author_answerline	medium	David Mitchell	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2032	Hesperides	35	qb_major	quizbowl_author_answerline	medium	Robert Herrick	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2139	The Invention of Love	35	qb_major	quizbowl_author_answerline	low	Tom Stoppard	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2573	The Conquest of Canaan	35	qb_contextual	quizbowl_author_answerline	low	Timothy Dwight IV	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2711	The Art of Fiction	35	qb_contextual	quizbowl_author_answerline	low	Henry James	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2735	Ode to Anactoria	35	qb_contextual	quizbowl_author_answerline	low	Sappho	high	quizbowl_author_answerline_creator; low_confidence_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1836	Novelas Ejemplares	34	qb_major	quizbowl_author_answerline	low	Miguel de Cervantes Saavedra	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1890	Telling the Bees	34	qb_major	quizbowl_author_answerline	medium	John Greenleaf Whittier	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2755	Hans of Iceland	34	qb_contextual	quizbowl_author_answerline	low	(Victor) Hugo	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1963	The Little Clay Cart	33	qb_major	quizbowl_author_answerline	low	Sanskrit	high	quizbowl_author_answerline_creator; low_confidence_creator; country_or_language_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2109	The Water Babies	33	qb_major	quizbowl_author_answerline	low	Ireland	high	quizbowl_author_answerline_creator; low_confidence_creator; country_or_language_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1697	The Life and Opinions of Tristram Shandy	32	qb_major	quizbowl_author_answerline	low	(Laurence) Sterne	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1832	Caleb Williams	32	qb_major	quizbowl_author_answerline	medium	Edgar Allan Poe	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2203	History of Plymouth Plantation	32	qb_major	quizbowl_author_answerline	medium	William Bradford	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2315	Tales of the South Pacific	32	qb_major	quizbowl_author_answerline	medium	James Michener	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2860	The Old Wives' Tale	32	qb_contextual	quizbowl_author_answerline	low	The Most Lamentable Roman Tragedy of Titus Andronicus	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2874	Playing in the Dark	32	qb_contextual	quizbowl_author_answerline	low	Toni Morrison	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3014	is How You Lose Her	32	qb_contextual	quizbowl_author_answerline	low	Junot Díaz	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1937	Family Ties	31	qb_major	quizbowl_author_answerline	low	Clarice Lispectors of Marx	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2052	The Catch	31	qb_major	quizbowl_author_answerline	low	Kenzaburo Oe	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2339	The Spanish Gypsy	31	qb_major	quizbowl_author_answerline	medium	George Eliot	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2680	The Forced Marriage	31	qb_contextual	quizbowl_author_answerline	low	Aphra Behn	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2722	The Marshes of Glynn	31	qb_contextual	quizbowl_author_answerline	low	Sidney Lanier	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2821	Tales from a Troubled Land	31	qb_contextual	quizbowl_author_answerline	low	Alan Paton	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1444	La Casa de Bernarda Alba	30	qb_major	quizbowl_author_answerline	low	Federico Garcia Lorca	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1498	Sanctuary	30	qb_major	quizbowl_author_answerline	low	William FAULKNER	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1658	The American	30	qb_major	quizbowl_author_answerline	medium	Henry James	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1872	The Father	30	qb_major	quizbowl_author_answerline	medium	Johan August Strindberg	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1981	The Unbearable Bassington	30	qb_major	quizbowl_author_answerline	low	Saki	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2298	The Vision of Sir Launfal	30	qb_major	quizbowl_author_answerline	medium	James Russell Lowell	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2372	The Pisan Cantos	30	qb_major	quizbowl_author_answerline	medium	Ezra Weston Loomis Pound	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2419	Blindness and Insight	30	qb_major	quizbowl_author_answerline	medium	Paul de Man	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2843	The Second Mrs	30	qb_contextual	quizbowl_author_answerline	low	Arthur Wing Pinero	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1856	Shahnameh	29	qb_major	quizbowl_author_answerline	medium	Persian	high	quizbowl_author_answerline_creator; country_or_language_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1899	Woe from Wit	29	qb_major	quizbowl_author_answerline	medium	Alexander Sergeevich Griboedov	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2183	The Storyteller	29	qb_major	quizbowl_author_answerline	low	"Jodi (Lynn) Picoult (""pih-KOH"")"	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2332	The Flesh and the Spirit	29	qb_major	quizbowl_author_answerline	low	Anne Bradstreet	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2428	The Servant of Two Masters	29	qb_major	quizbowl_author_answerline	low	Carlo Osvaldo Goldoni	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2732	The Pension Grillparzer	29	qb_contextual	quizbowl_author_answerline	low	The World According to Garp	high	quizbowl_author_answerline_creator; low_confidence_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2824	The Lay of the Last Minstrel	29	qb_contextual	quizbowl_author_answerline	low	Sir Walter Scott	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3074	The Cricket on the Hearth	29	qb_contextual	quizbowl_author_answerline	low	Cratchit family	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2075	Conquistador	28	qb_major	quizbowl_author_answerline	medium	Archibald MacLeish	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2278	The Three-Cornered World	28	qb_major	quizbowl_author_answerline	low	Natsume Soseki	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2309	The Book of Disquiet	28	qb_major	quizbowl_author_answerline	medium	Portugal	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2358	The Beautiful and the Damned	28	qb_major	quizbowl_author_answerline	low	F(rancis) Scott (Key) Fitzgerald	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2509	Ruy Blas	28	qb_major	quizbowl_author_answerline	medium	Victor Hugo	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2863	The Couch of Eros	28	qb_contextual	quizbowl_author_answerline	low	Arcadia	high	quizbowl_author_answerline_creator; low_confidence_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2887	Songs of Life and Hope	28	qb_contextual	quizbowl_author_answerline	low	Ruben Dario	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2974	The Pearl of Orr's Island	28	qb_contextual	quizbowl_author_answerline	low	Harriet Beecher Stowe	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1984	Seascape	27	qb_major	quizbowl_author_answerline	medium	Edward Albee	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2182	Ichabod	27	qb_major	quizbowl_author_answerline	low	John Greenleaf Whittier	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2444	Voyages	27	qb_major	quizbowl_author_answerline	medium	Hart Crane	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2464	Hadji Murad	27	qb_major	quizbowl_author_answerline	low	Leo Nikolayevich Tolstoy	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2976	Howl and Other Poems	27	qb_contextual	quizbowl_author_answerline	low	Allen Ginsburg	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3022	The Fair God	27	qb_contextual	quizbowl_author_answerline	low	Lew Wallace	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3079	Slaughterhouse 5	27	qb_contextual	quizbowl_author_answerline	low	Kurt Vonnegut	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2210	The Critic	26	qb_major	quizbowl_author_answerline	medium	Richard Brinsley Sheridan	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2481	La Comedie Humaine	26	qb_major	quizbowl_author_answerline	medium	Honore de Balzac	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3123	The Emperor of the Moon	26	qb_contextual	quizbowl_author_answerline	low	Aphra Behn	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2065	Zazie in the Metro	25	qb_major	quizbowl_author_answerline	medium	surrealism	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2066	Pharsalia	25	qb_major	quizbowl_author_answerline	medium	Latin	high	quizbowl_author_answerline_creator; country_or_language_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2382	Thalaba the Destroyer	25	qb_major	quizbowl_author_answerline	medium	Robert Southey	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2427	Money	25	qb_major	quizbowl_author_answerline	medium	Kingsley Amis	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2541	Sketches by Boz	25	qb_contextual	quizbowl_author_answerline	low	Charles Dickens	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2800	Drive Your Plow Over the Bones of the Dead	25	qb_contextual	quizbowl_author_answerline	low	Olga (Nawoja) Tokarczuk (“toh-KAR-chook”)	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1678	Picnic	24	qb_major	quizbowl_author_answerline	low	William Inge	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2404	Cinderella	24	qb_major	quizbowl_author_answerline	medium	Jules Massenet	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2480	Paradise	24	qb_major	quizbowl_author_answerline	medium	Toni Morrison	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3013	When We Were Very Young	24	qb_contextual	quizbowl_author_answerline	low	Alan Alexander Milne	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
1935	Villette	23	qb_major	quizbowl_author_answerline	medium	Charlotte Bronte	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2302	John	23	qb_major	quizbowl_author_answerline	medium	Zoltán Kodály (“KOH-dye”)	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2348	An die Freude	23	qb_major	quizbowl_author_answerline	medium	Friedrich von Schiller	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2626	Black Venus	23	qb_contextual	quizbowl_author_answerline	low	Charles BAUDELAIRE	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2461	The Dream of a Ridiculous Man	22	qb_major	quizbowl_author_answerline	low	Fyodor Dostoevsky	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3148	The Fisher of Men	22	qb_contextual	quizbowl_author_answerline	low	Yevgeny _Zamyatin	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3267	Moran of the Lady Letty	22	qb_contextual	quizbowl_author_answerline	low	Frank Norris	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2242	Jenny	21	qb_major	quizbowl_author_answerline	low	Sigrid Undset	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2374	Nana	21	qb_major	quizbowl_author_answerline	medium	Emile Zola	high	quizbowl_author_answerline_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2770	Revelation	21	qb_contextual	quizbowl_author_answerline	low	St. JOHN The Apostle	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3213	Leonce and Lena	21	qb_contextual	quizbowl_author_answerline	low	Danton’s Death	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3306	The Good-Natured Man	21	qb_contextual	quizbowl_author_answerline	low	Oliver Wendell Goldsmith	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3609	America Is in the Heart	21	qb_contextual	quizbowl_author_answerline	low	Filipinos	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2338	Winterreise	20	qb_major	quizbowl_author_answerline	low	Franz Schubert	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3016	Tenth of December	20	qb_contextual	quizbowl_author_answerline	low	George Saunders	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3249	Set This House on Fire	20	qb_contextual	quizbowl_author_answerline	low	BONI	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3370	The Passionate Pilgrim	20	qb_contextual	quizbowl_author_answerline	low	Henry James	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2212	The Theatre and its Double	19	qb_contextual	quizbowl_author_answerline	low	Antonin ART AUD (are TOE)	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2837	Lesbos	19	qb_contextual	quizbowl_author_answerline	medium	Sappho	high	quizbowl_author_answerline_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2840	Freedom	19	qb_contextual	quizbowl_author_answerline	medium	The Corrections	high	quizbowl_author_answerline_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2983	Cathay	19	qb_contextual	quizbowl_author_answerline	low	Li Po	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3294	The Days of the Turbins	19	qb_contextual	quizbowl_author_answerline	low	Konstantin Stanislavski	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3340	Journal to Stella	19	qb_contextual	quizbowl_author_answerline	low	Jonathan _Swife	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3385	The People of the Cave	19	qb_contextual	quizbowl_author_answerline	low	Arab Republic of Egypt	high	quizbowl_author_answerline_creator; low_confidence_creator; country_or_language_creator; organization_or_place_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3387	Pleasures and Days	19	qb_contextual	quizbowl_author_answerline	low	Marcel Proust	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
4020	The Water Dancer	19	qb_contextual	quizbowl_author_answerline	low	black	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2733	Democracy	18	qb_contextual	quizbowl_author_answerline	low	Michael Sandel	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2929	Berenice	18	qb_contextual	quizbowl_author_answerline	low	Jean Racine	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3067	Still Falls the Rain	18	qb_contextual	quizbowl_author_answerline	low	Dame Edith Louisa Sitwell	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3330	The Littlepage Manuscripts	18	qb_contextual	quizbowl_author_answerline	low	James Fenimore Cooper	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3422	Green Hills of Africa	18	qb_contextual	quizbowl_author_answerline	low	Ernest _Hemingway	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3440	New Found Land	18	qb_contextual	quizbowl_author_answerline	low	Archibald McLeish	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3462	Little Orphant Annie	18	qb_contextual	quizbowl_author_answerline	low	The Boating Party Luncheon	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3467	The Decoration of Houses	18	qb_contextual	quizbowl_author_answerline	low	Edith Wharton	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3508	Soliman and Perseda	18	qb_contextual	quizbowl_author_answerline	low	Thomas Kyd	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3581	Twenty-One Love Poems	18	qb_contextual	quizbowl_author_answerline	low	Emily Dickinson	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3647	De Vulgari Eloquentia	18	qb_contextual	quizbowl_author_answerline	low	Dante Alighieri	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3483	Voyage in the Dark	17	qb_contextual	quizbowl_author_answerline	low	Jean Rhys	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3489	The House of Earth	17	qb_contextual	quizbowl_author_answerline	low	Pearl S. Buck	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3559	The Buenos Aires Affair	17	qb_contextual	quizbowl_author_answerline	low	Argentina	high	quizbowl_author_answerline_creator; low_confidence_creator; country_or_language_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3598	The Algebra of Infinite Justice	17	qb_contextual	quizbowl_author_answerline	low	(Suzanna) Arundhati Roy	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3540	If I Die in a Combat Zone	16	qb_contextual	quizbowl_author_answerline	low	Tim O'Brien	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3712	Death of a Travelling Salesman	16	qb_contextual	quizbowl_author_answerline	low	Eudora WELTY	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3715	An Elegy on the Death of a Mad Dog	16	qb_contextual	quizbowl_author_answerline	low	Oliver Goldsmith	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3720	Love and Pedagogy	16	qb_contextual	quizbowl_author_answerline	medium	Spanish Civil War	high	quizbowl_author_answerline_creator; country_or_language_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2576	Ithaca	15	qb_contextual	quizbowl_author_answerline	low	Constantine Cavafy (“cuh-vah-fee”)	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2966	Europe Central	15	qb_contextual	quizbowl_author_answerline	low	the theory that William Vollmann was the Unabomber	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3007	The Pardoner’s Tale	15	qb_contextual	quizbowl_author_answerline	low	John Wain	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2562	Argonautica	14	qb_contextual	quizbowl_author_answerline	low	Appolonius of Rhodes	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3021	The Postman	14	qb_contextual	quizbowl_author_answerline	low	Antonio - Skarmetaa	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3246	The Vivisector	14	qb_contextual	quizbowl_author_answerline	medium	Australia	high	quizbowl_author_answerline_creator; country_or_language_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3304	Distant Star	14	qb_contextual	quizbowl_author_answerline	medium	the 1973 Chilean coup d’etat	high	quizbowl_author_answerline_creator; answerline_fragment_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3737	Anecdotes of Destiny	14	qb_contextual	quizbowl_author_answerline	low	Isak Dinesen (also	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3752	The Vision of Columbus	14	qb_contextual	quizbowl_author_answerline	medium	Joel Barlow(1754-1812)	high	quizbowl_author_answerline_creator; answerline_fragment_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3840	Trans-Atlantyk	14	qb_contextual	quizbowl_author_answerline	low	Witold Gombrowicz	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3897	The Brothers Karamazov and The Idiot	14	qb_contextual	quizbowl_author_answerline	low	Fyodor Mikhaylovich Dostoyevsky	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
2968	The Lake	13	qb_contextual	quizbowl_author_answerline	low	Kawabata Yusanari	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3080	Flights	13	qb_contextual	quizbowl_author_answerline	medium	Republic of Poland	high	quizbowl_author_answerline_creator; country_or_language_creator; organization_or_place_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3688	The Children of Hurin	13	qb_contextual	quizbowl_author_answerline	low	JRR _Tolkein	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3835	The Bread Winners	13	qb_contextual	quizbowl_author_answerline	low	John Hay	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3903	The Testament of Beauty	13	qb_contextual	quizbowl_author_answerline	low	Robert Bridges	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3037	MacFlecknoe	12	qb_contextual	quizbowl_author_answerline	medium	John	high	quizbowl_author_answerline_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3360	Typhoon	12	qb_contextual	quizbowl_author_answerline	medium	Lord Jim	high	quizbowl_author_answerline_creator; creator_matches_public_title	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3365	The Clansman	12	qb_contextual	quizbowl_author_answerline	low	The Birth of a Nation	high	quizbowl_author_answerline_creator; low_confidence_creator; organization_or_place_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3406	Open House	12	qb_contextual	quizbowl_author_answerline	low	Theodore _Roethke	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3556	Prothalamion	12	qb_contextual	quizbowl_author_answerline	low	Edmund Spenser	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
3970	Against Sainte-Beuve	12	qb_contextual	quizbowl_author_answerline	low	Marcel Proust	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
4062	The End of Imagination	12	qb_contextual	quizbowl_author_answerline	low	Arundhati Roy	high	quizbowl_author_answerline_creator; low_confidence_creator	Replace with reviewed/manual/Wikidata creator or suppress from default path.
